_id,medicine_name,alternative_match_key,brand,brand_normalized,brand_strictness,category_tags[0],category_tags[1],category_tags[2],category_tags[3],category_tags[4],category_tags[5],category_tags[6],category_tags[7],category_tags[8],category_tags[9],category_tags[10],category_tags[11],category_tags[12],category_tags[13],category_tags[14],category_tags[15],category_tags[16],composition,created_at,dosage,dosage_unit,dosage_value,enrichment_model,enrichment_prompt_type,enrichment_prompt_version,enrichment_source,evital_enriched,evital_medicine_id,form,form_group,formulation_modifier,identifier_type,is_active,item_category,item_type,last_enriched_at,llm_enriched,manually_reviewed,manufacturer,normalized_composition,pack_size.pack_size_raw,pack_size.pack_size_value,pack_size.pack_size_unit,pack_size.packing_type,pack_size.packing_size_description,pack_size.sellable_unit,pack_size.units_per_sellable,pack_size.sellable_unit_type,primary_benefit,primary_category_id,schedule,search_aliases[0],search_aliases[1],search_aliases[2],search_aliases[3],search_aliases[4],search_aliases[5],search_aliases[6],search_aliases[7],search_aliases[8],search_aliases[9],search_aliases[10],search_aliases[11],search_aliases[12],search_aliases[13],search_aliases[14],search_aliases[15],search_aliases[16],search_aliases[17],variant,brand_token_count,brand_tokens[0],brand_tokens[1],brand_tokens[2],brand_tokens[3],brand_tokens[4],brand_tokens[5],brand_tokens[6],brand_tokens[7],brand_tokens[8],brand_tokens[9],brand_tokens[10],brand_tokens[11],brand_tokens[12],last_evital_enriched_at,sale_discount,_phantom_deactivated_job_id,updated_at,composition_salts[0],composition_salts[1],composition_salts[2],composition_salts[3],composition_salts[4],composition_salts[5],composition_salts[6],composition_salts[7],composition_salts[8],composition_salts[9],composition_salts[10],composition_salts[11],composition_salts[12],composition_salts[13],composition_salts[14],composition_salts[15],composition_salts[16],composition_salts[17],composition_salts[18],composition_salts[19],composition_salts[20],composition_salts[21],composition_salts[22],composition_salts[23],composition_salts[24],composition_salts[25],composition_salts[26],composition_salts[27],composition_salts[28],composition_salts[29],composition_salts[30],composition_salts[31],composition_salts[32],composition_salts[33],composition_salts[34],composition_salts[35],composition_salts[36],composition_salts[37],composition_salts[38],composition_salts[39],composition_salts[40],composition_salts[41],composition_salts[42],composition_salts[43],composition_salts[44],composition_salts[45],composition_salts[46],composition_salts[47],composition_salts[48],composition_salts[49],dosage_components[0].value,dosage_components[1].value,dosage_components[2].value,dosage_components[3].value,dosage_components[4].value,dosage_components[5].value,dosage_components[6].value,dosage_components[7].value,dosage_components[8].value,dosage_components[9].value,dosage_components[10].value,dosage_components[11].value,dosage_components[12].value,dosage_components[13].value,dosage_components[14].value,dosage_components[15].value,dosage_components[16].value,dosage_components[17].value,dosage_components[18].value,dosage_components[19].value,dosage_components[20].value,dosage_components[21].value,dosage_components[22].value,dosage_components[23].value,dosage_components[24].value,dosage_components[25].value,dosage_components[26].value,dosage_components[27].value,dosage_components[28].value,dosage_components[29].value,dosage_components[30].value,dosage_components[31].value,dosage_components[32].value,dosage_components[33].value,dosage_components[34].value,dosage_components[35].value,dosage_components[36].value,dosage_components[37].value,dosage_components[38].value,dosage_components[39].value,dosage_components[40].value,dosage_components[41].value,dosage_components[42].value,dosage_components[43].value,dosage_components[44].value,dosage_components[45].value,dosage_components[46].value,dosage_components[47].value,dosage_components[48].value,dosage_components[49].value,dosage_components[50].value,dosage_components[0].unit,dosage_components[1].unit,dosage_components[2].unit,dosage_components[3].unit,dosage_components[4].unit,dosage_components[5].unit,dosage_components[6].unit,dosage_components[7].unit,dosage_components[8].unit,dosage_components[9].unit,dosage_components[10].unit,dosage_components[11].unit,dosage_components[12].unit,dosage_components[13].unit,dosage_components[14].unit,dosage_components[15].unit,dosage_components[16].unit,dosage_components[17].unit,dosage_components[18].unit,dosage_components[19].unit,dosage_components[20].unit,dosage_components[21].unit,dosage_components[22].unit,dosage_components[23].unit,dosage_components[24].unit,dosage_components[25].unit,dosage_components[26].unit,dosage_components[27].unit,dosage_components[28].unit,dosage_components[29].unit,dosage_components[30].unit,dosage_components[31].unit,dosage_components[32].unit,dosage_components[33].unit,dosage_components[34].unit,dosage_components[35].unit,dosage_components[36].unit,dosage_components[37].unit,dosage_components[38].unit,dosage_components[39].unit,dosage_components[40].unit,dosage_components[41].unit,dosage_components[42].unit,dosage_components[43].unit,dosage_components[44].unit,dosage_components[45].unit,dosage_components[46].unit,dosage_components[47].unit,dosage_components[48].unit,dosage_components[49].unit,dosage_components[50].unit,dosage_pattern,dosage_pattern_with_units,composition_recovery_attempted_at,composition_recovery_job_id,composition_status,composition_indexed,composition_indexed_at,composition_indexed_reason,composition_recovery_at,composition_source,composition_source_confidence,composition_source_job_id,composition_source_urls[0],composition_source_urls[1],composition_source_urls[2],pack_size,manufacturer_name,mrp,price,pack_size_details,packing_size,size,packing,slug,sibling_origin,_sweep_job_id,_phantom_salvage_job_id,salt_content_id,_llm_refresh_at,_llm_refresh_job_id,composition_recovery_from_id
69c2bf4f8430176520811315,AB Flo N Tablet,acebrophylline 100mg + acetylcysteine 600mg,AB Flo N,ab flo n,,acebrophylline,acetylcysteine,mucolytic,bronchodilator,cough,wet cough,chest congestion,phlegm,balgam,respiratory medicine,,,,,,,,Acebrophylline (100mg) + Acetylcysteine (600mg),2026-03-24T16:43:59.092179+00:00,,mg,100,gpt-5.4,allopathic,2.0,evital+llm,true,CmxgONqU2UxyxuxpneA6nA==,Tablet,C,N,brand_name,true,drug,medicine,2026-03-24T16:43:59.092125+00:00,true,false,Lupin Ltd,acebrophylline 100mg + acetylcysteine 600mg,10 Tablet,10,tablet,strip,1 Strip of  10 Tablet,strip,10,countable,cough with phlegm relief,819,H,ab flo n tablet,ab flo,abflo n,ab flo n,ab-flo-n,abflo,abflon,ab flo n 100/600,,,,,,,,,,,,3,ab,flo,n,,,,,,,,,,,,,,2026-05-05T18:49:43.485052+00:00,acebrophylline,acetylcysteine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100/600,100mg+600mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf58843017652081131f,Abetaneuron-LC Tablet,,Abetaneuron-LC,abetaneuron-lc,,neuropathy,nerve health,nerve pain,methylcobalamin supplement,vitamin b supplement,lcarnitine,peripheral neuropathy,numbness,tingling,weakness,,,,,,,,,2026-03-24T16:44:08.122949+00:00,,,,gpt-5.4,allopathic,2.0,llm_only,false,,Tablet,C,LC,brand_name,false,drug,medicine,2026-03-27T08:57:34.778960+00:00,true,false,,,,,,,,,,,nerve health and neuropathy support,,H,abetaneuronlc,abetaneuron lc tab,abetaneuron-lc,abetaneuron lc tablet,abetaneuron-lclc,abetaneuron-lc lc,abetaneuron-lc tablet,abetaneuron lc,,,,,,,,,,,,1,abetaneuron-lc,,,,,,,,,,,,,2026-03-26T20:33:37.960337+00:00,0,e74f4251,2026-05-07T03:47:09.730126+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf5a8430176520811320,Abetcola Tablet,collagen peptide type 1 400mg + sodium hyaluronate 30mg + tocopherol 100mg + vitamin b12 500mcg + vitamin c 35mg,Abetcola,abetcola,,otc,tablet,general wellness,digestive health,supplement,health supplement,daily wellness,nutrition,,,,,,,,,,Vitamin C (35mg) + Collagen Peptide Type 1 (400mg) + Vitamin B12 (500mcg) + Sodium Hyaluronate (30mg) + Tocopherol (100mg),2026-03-24T16:44:10.238785+00:00,35mg,,,gpt-5.4,allopathic,2.0,evital+llm,true,dmzfuNKFV1VRCx6q2dcXag==,Tablet,C,,brand_name,true,otc,medicine,2026-03-24T16:44:10.238731+00:00,true,false,Radicool Pharmaceutical Pvt Ltd,collagen peptide type 1 400mg + sodium hyaluronate 30mg + tocopherol 100mg + vitamin b12 500mcg + vitamin c 35mg,10 Tablets,10,tablets,strip,1 Strip of 10 tablets,strip,10,countable,general wellness support,841,OTC,abetcola tablet,abet cola,abet-cola,abetcolatab,abet cola tablet,abetcola,,,,,,,,,,,,,,1,abetcola,,,,,,,,,,,,,,,,2026-05-12T14:41:04.487590+00:00,collagen peptide type 1,sodium hyaluronate,tocopherol,vitamin b12,vitamin c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,30,100,500,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,mg,mg,mcg,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400mg+30mg+100mg+500mcg+35mg,2026-05-11T12:31:48.902033+00:00,312bf587,no_evital_siblings,true,2026-05-12T12:12:52.348932+00:00,composition_needed_for_search,2026-05-12T14:41:04.487590+00:00,openai_web_search_gpt54,high,webfill_retry_v1,https://www.netmeds.com/prescriptions/abetcola-tablet-10-s,https://www.truemeds.in/medicine/abetcola-tablet-10-tm-tacr1-082159,,,,,,,,,,,,,,,,,
69c2bf5f8430176520811324,Abhayrab PF Vaccine,rabies vaccine 2.5iu,Abhayrab PF,abhayrab pf,,rabies vaccine,vaccine,anti rabies vaccine,rabies prevention,rabies exposure,dog bite,animal bite,post exposure prophylaxis,pre exposure prophylaxis,immunization,infection prevention,rabies,,,,,,Rabies Vaccine (2.5IU),2026-03-24T16:44:15.469350+00:00,2.5iu,iu,2.5,gpt-5.4,allopathic,2.0,evital+llm,true,xbyTYTFeccmrBDzBuu4j8w==,Vaccine,E,PF,brand_name,true,general_injection,medicine,2026-03-24T16:44:15.469288+00:00,true,false,Indian Immunologicals Ltd,rabies vaccine 2.5iu,1 Piece,1,piece,box,1 Box of  1 Piece,box,1,countable,rabies prevention,819,H,abhayrabpf,abhayrabpf2.5,abhayrab 2.5,abhay rab,abhay rab pf,abhayrab pf 2.5,abhayrab,abhayrab vaccine,abhayrab pf,abhayrab pf 2.5iu,,,,,,,,,,2,abhayrab,pf,,,,,,,,,,,,,,,2026-05-06T08:25:10.610353+00:00,rabies vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5iu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf618430176520811325,Abhayrab Vaccine,rabies vaccine 2.5iu,Abhayrab,abhayrab,,rabies vaccine,vaccine,anti rabies vaccine,rabies,dog bite,animal bite,post exposure prophylaxis,pre exposure prophylaxis,infection prevention,immunization,,,,,,,,Rabies Vaccine (2.5IU),2026-03-24T16:44:17.056702+00:00,2.5IU,iu,2.5,gpt-5.4,allopathic,2.0,evital+llm,true,Kr66ZUNrDnu2Ku02UJfU3A==,Vaccine,E,,brand_name,true,general_injection,medicine,2026-03-24T16:44:17.056641+00:00,true,false,Human Biologicals Institute,rabies vaccine 2.5iu,0.5 Ml,0.5,ml,vial,1 Vial of  0.5 Ml,vial,0.5,measurement,rabies prevention,819,H,abhayrab 2.5iu,abhayrabvaccine,abhayrab 2.5,abhay rab,abhay rab 2.5iu,abhayrab2.5,abhay rab vaccine,abhayrab,abhayrab vaccine,,,,,,,,,,,1,abhayrab,,,,,,,,,,,,,,,,2026-05-06T08:25:10.610353+00:00,rabies vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5iu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf628430176520811327,Abiways-M Tablet,acebrophylline 200mg + montelukast 10mg,Abiways-M,abiways-m,,acebrophylline,montelukast,anti-allergic,anti-asthmatic,bronchodilator,asthma,allergy,wheezing,breathing problem,respiratory,chest congestion,cough,,,,,,Montelukast (10mg) + Acebrophylline (200mg),2026-03-24T16:44:18.787992+00:00,,mg,200,gpt-5.4,allopathic,2.0,evital+llm,true,u0WU5aD3CMHhYh+SQbXGWg==,Tablet,C,M,brand_name,true,drug,medicine,2026-03-24T16:44:18.787953+00:00,true,false,Mankind Pharma Ltd,acebrophylline 200mg + montelukast 10mg,10 Tablet,10,tablet,strip,1 Strip of  10 Tablet,strip,10,countable,asthma and allergy control,819,H,abiways m 10,abiways-m tablet,abiways-m 10,abiways m tablet,abiways-m,abiways m,abiways-m m,abiways-m 200,abiways m 200,abiways-mm,abiwaysm,,,,,,,,,1,abiways-m,,,,,,,,,,,,,,,,2026-05-05T18:49:43.485052+00:00,acebrophylline,montelukast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200/10,200mg+10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf66843017652081132b,Absenz Syrup,ethosuximide 250mg/5ml,Absenz,absenz,,ethosuximide,antiepileptic,anticonvulsant,epilepsy,seizures,absence seizures,fits,neurology,brain disorder,mirgi,daure,,,,,,,Ethosuximide (250mg/5ml),2026-03-24T16:44:22.539731+00:00,,mg,250,gpt-5.4,allopathic,2.0,evital+llm,true,X679H5bKExlMInJQXLnRfg==,Syrup,A,,brand_name,true,drug,medicine,2026-03-24T16:44:22.539673+00:00,true,false,Sun Pharmaceutical Industries Ltd,ethosuximide 250mg/5ml,100 Ml,100,ml,bottle,1 Bottle of  100 Ml,bottle,100,measurement,control of absence seizures,819,H,absenz 250 5ml,absenz,absenz syrup,absenz 250mg,absenz 250,absenz250,absenz250mg,,,,,,,,,,,,,1,absenz,,,,,,,,,,,,,,,,2026-05-06T08:26:41.935251+00:00,ethosuximide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250/5,250mg/5ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf69843017652081132e,Absolut DM Capsule,alpha lipoic acid 100mg + benfotiamine 100mg + folic acid 1.5mg + mecobalamin 1500mcg + pyridoxine 3mg,Absolut DM,absolut dm,,alpha lipoic acid,benfotiamine,folic acid,mecobalamin,pyridoxine,neuropathy,nerve pain,diabetic neuropathy,vitamin b supplement,numbness,tingling,sugar ki dawai support,,,,,,Mecobalamin (1500mcg) + Alpha Lipoic Acid (100mg) + Folic Acid (1.5mg) + Pyridoxine (3mg) + Benfotiamine (100mg),2026-03-24T16:44:25.059014+00:00,,mg,100,gpt-5.4,allopathic,2.0,evital+llm,true,i1ddzw83KEe/vV9NFCu4Ag==,Capsule,C,DM,brand_name,true,drug,medicine,2026-03-24T16:44:25.058973+00:00,true,false,Pharmed Ltd,alpha lipoic acid 100mg + benfotiamine 100mg + folic acid 1.5mg + mecobalamin 1500mcg + pyridoxine 3mg,15 Capsules,15,capsules,strip,1 Strip of  15 Capsules,strip,15,countable,diabetic nerve pain relief,819,H,absolutdm,absolutdm capsule,absolut dm capsule,absolut d m,absolut-dm,absolut dm,,,,,,,,,,,,,,2,absolut,dm,,,,,,,,,,,,,,,2026-05-05T18:49:43.485052+00:00,alpha lipoic acid,benfotiamine,folic acid,mecobalamin,pyridoxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.5,1500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,mg,mg,mcg,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100/100/1.5/1500/3,100mg+100mg+1.5mg+1500mcg+3mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf6b8430176520811330,Absorbent Cotton Wool IP,,Absorbent Cotton Wool,absorbent cotton wool,,absorbent cotton,cotton wool,surgical,surgical dressing,wound care,first aid,bandage use,medical cotton,dressing material,clinic use,,,,,,,,,2026-03-24T16:44:30.552016+00:00,,,,gpt-5.4,allopathic,2.0,evital+llm,true,KdYLRrPnqIBuyl9XRTyhwQ==,otc,J,,composition,true,otc,medicine,2026-05-09T12:30:14.666720+00:00,true,false,Swan Medicot LLP,,500 Gm,500,gm,packet,1 Packet of  500 Gm,packet,500,measurement,wound dressing and first aid,845,OTC,medicated cotton,cottonwool,absorbent cotton wool,absorbentcotton,absorbent cotton,cotton wool,cotton roll,surgical cotton,absorbentcottonwool,,,,,,,,,,,3,absorbent,cotton,wool,,,,,,,,,,,2026-05-05T18:19:21.065966+00:00,0,,2026-05-09T12:30:14.666779+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11T12:31:48.902033+00:00,312bf587,no_evital_siblings,false,2026-05-12T12:12:52.349067+00:00,device_or_surgical,,,,,,,,,,,,,,,,,,,,,,,
69c2bf6e8430176520811333,Absorbent Cotton Wool IP,,Absorbent Cotton Wool,absorbent cotton wool,,absorbent cotton wool,cotton,surgical cotton,dressing,wound care,first aid,medical cotton,bandage use,,,,,,,,,,,2026-03-24T16:44:30.552016+00:00,,,,gpt-5.4,allopathic,2.0,llm_only,false,,,J,,composition,false,otc,medicine,2026-03-24T16:44:30.551974+00:00,true,false,,,,,,,,,,,wound cleaning and dressing,,OTC,absorbentcotton,cottonwool,cotton wool,absorbentcottonwool,absorbent cotton,absorbent cotton wool,,,,,,,,,,,,,,3,absorbent,cotton,wool,,,,,,,,,,,,,e74f4251,2026-05-07T03:47:09.730126+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf738430176520811338,Acamprol Tablet,acamprosate 333mg,Acamprol,acamprol,,acamprosate,alcohol dependence,alcohol addiction,de-addiction,anti-craving,psychiatry,addiction treatment,alcohol withdrawal support,nasha chhudane ki dawai,alcohol use disorder,,,,,,,,Acamprosate (333mg),2026-03-24T16:44:35.991839+00:00,333mg,mg,333,gpt-5.4,allopathic,2.0,evital+llm,true,dUyP+/2OMAo0JK8cLjDiSg==,Tablet,C,,brand_name,true,drug,medicine,2026-03-24T16:44:35.991762+00:00,true,false,Sun Pharmaceutical Industries Ltd,acamprosate 333mg,6 Tablet,6,tablet,strip,1 Strip of  6 Tablet,strip,6,countable,alcohol dependence treatment,819,H,acamprol333,acamprol tab,acamprol,acamprol 333mg,acamprol 333,acamprol tablet,,,,,,,,,,,,,,1,acamprol,,,,,,,,,,,,,,,,2026-05-06T08:25:10.610353+00:00,acamprosate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,333mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf75843017652081133b,Accu Chek Active Test Strip,,Accu Chek Active,accu chek active,,glucometer strip,blood glucose test strip,sugar test strip,diabetes care,blood sugar monitoring,glucose monitoring,diabetic testing supplies,sugar check,home glucose test,diabetes,,,,,,,,,2026-05-12T14:46:22.539964+00:00,,,,gpt-5.4,allopathic,2.0,evital+llm,true,1Awjd/Z14Eat3aOgjutLwg==,,J,,brand_name,true,otc,medicine,2026-04-29T08:30:25.157865+00:00,true,false,Roche Diabetes Care India Pvt Ltd.,,,,,,,,,,blood sugar monitoring,845,,accuchek active strip,accu chek active strip,accu-chek active strip,active test strip,accuchekactive,accu chek active,accu chek active test strip,accuchek active,accu-chek active,,,,,,,,,,,3,accu,chek,active,,,,,,,,,,,2026-04-29T08:24:11.157854+00:00,10,,2026-05-12T14:46:22.539964+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11T12:31:48.902033+00:00,312bf587,evital_data_missing,false,2026-05-12T12:12:52.349096+00:00,device_or_surgical,,,,,,,,10 Piece,Roche Diabetes Care India Pvt Ltd.,425,425,,1 Box of  10 Piece,1,Box,accu-chek-active-test-strip-M002L3M,track2_sibling_sweep,4e2beb20,,,,,
69c2bf75843017652081133c,Accu Chek Instant Blood Glucose Strip,,Accu Chek Instant,accu chek instant,,blood glucose test strip,glucometer strip,diabetes monitoring,blood sugar monitoring,sugar test strip,glucometer,diabetes care,sugar check,diabetic supplies,home glucose monitoring,,,,,,,,,2026-03-24T16:44:37.328741+00:00,,,,gpt-5.4,allopathic,2.0,llm_only,false,,,J,,brand_name,false,otc,medicine,2026-03-27T08:57:51.999053+00:00,true,false,,,,,,,,,,,blood sugar monitoring,,OTC,accuchekinstant,accu chek instant strip,accu chek instant strips,accuchek instant,accu chek instant,accu-chek instant,accuchek instant strip,,,,,,,,,,,,,3,accu,chek,instant,,,,,,,,,,,2026-03-26T20:33:42.512384+00:00,10,e74f4251,2026-05-07T03:47:09.730126+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf7d8430176520811344,Accusure Digital Thermometer (MT-32),,Accusure Digital Thermometer,accusure digital thermometer,,thermometer,digital thermometer,fever monitoring,temperature check,body temperature,fever,bukhar,home healthcare,medical device,temperature monitor,,,,,,,,,2026-03-24T16:44:45.491988+00:00,,,,gpt-5.4,allopathic,2.0,llm_only,false,,,J,MT-32,brand_name,false,otc,medicine,2026-03-27T08:57:57.424586+00:00,true,false,,,,,,,,,,,body temperature monitoring,,OTC,digital thermometer accusure,accusure mt32,mt32 thermometer,accusure digital thermometer mt-32,accusuredigitalthermometermt-32,accusuredigitalthermometer,accusure digital thermometer,accusurethermometer,accusure thermometer,accusure mt-32,,,,,,,,,,3,accusure,digital,thermometer,,,,,,,,,,,2026-03-26T20:33:43.982557+00:00,0,e74f4251,2026-05-07T03:47:09.730126+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf8a8430176520811352,Aceclo Plus Tablet,aceclofenac 100mg + paracetamol 325mg,Aceclo Plus,aceclo plus,,aceclofenac,paracetamol,analgesic,painkiller,nsaid,anti-inflammatory,antipyretic,pain,dard,fever,headache,body pain,,,,,,Aceclofenac (100mg) + Paracetamol (325mg),2026-03-24T16:44:58.968485+00:00,,mg,100,gpt-5.4,allopathic,2.0,evital+llm,true,46R+1euDpWyKuxu7SAIyPA==,Tablet,C,Plus,brand_name,true,drug,medicine,2026-03-24T16:44:58.968439+00:00,true,false,Aristo Pharmaceuticals Pvt Ltd,aceclofenac 100mg + paracetamol 325mg,15 Tablet,15,tablet,strip,1 Strip of  15 Tablet,strip,15,countable,pain and inflammation relief,819,H,aceclo plus 100 325,aceclo plus tab,aceclo+,aceclo-plus,aceclo plus tablet,aceclo plus 100/325,acecloplus,aceclo plus,,,,,,,,,,,,2,aceclo,plus,,,,,,,,,,,,,,,2026-05-05T18:49:43.485052+00:00,aceclofenac,paracetamol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100/325,100mg+325mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf908430176520811358,Aciloc 150 Tablet,ranitidine 150mg,Aciloc,aciloc,,ranitidine,antacid,h2 blocker,acidity,gas,heartburn,acid reflux,gerd,pet mein jalan,acidity ki dawai,,,,,,,,Ranitidine (150mg),2026-03-24T16:45:04.314737+00:00,150mg,mg,150,gpt-5.4,allopathic,2.0,evital+llm,true,9rrAtkUeOSSzvdt4HHv7qg==,Tablet,C,,brand_name,true,drug,medicine,2026-03-24T16:45:04.314684+00:00,true,false,Cadila Pharmaceuticals Ltd,ranitidine 150mg,30 Tablet,30,tablet,strip,1 Strip of  30 Tablet,strip,30,countable,acidity relief,819,H,aciloc,aciloc 150,aciloc tablet,aciloc 150mg,aciloc 150 tab,aciloc tab,aciloc150,,,,,,,,,,,,,1,aciloc,,,,,,,,,,,,,,,,2026-05-06T08:25:10.610353+00:00,ranitidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,150mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
